date,Open,High,Low,Close,Volume,Adj Close,VIX,Returns,SMA_50,SMA_200,Volatility,RSI,MACD,BBP,ATR
2010-11-02,119.42,119.75,119.1,119.47,157916916.0,119.47,21.57,0.007930481734581996,113.91120000000001,112.5124,0.004922334183570516,62.39999860223998,-0.09643833241285416,0.9341405269673844,1.39357142857143
2010-11-03,119.68,120.02,118.45,119.95,226512548.0,119.95,19.56,0.0040177450405960435,114.1996,112.54270000000001,0.004939596434912895,69.85645777035026,-0.04742765784927383,0.9929105114704924,1.413571428571429
2010-11-04,121.28,122.32,119.97,122.26,214571865.0,122.26,18.52,0.019258024176740385,114.52600000000001,112.59549999999999,0.006255693805624967,77.33812819816092,0.12046909292636965,1.2723620272985274,1.4692857142857148
2010-11-05,122.34,122.92,122.18,122.72,180591242.0,122.72,18.26,0.0037624734173073993,114.8758,112.66305,0.006224014483518515,77.00729795851316,0.23574265645996695,1.1613917982210324,1.4250000000000003
2010-11-08,122.34,122.69,121.94,122.49,155551735.0,122.49,18.29,-0.0018741851368970774,115.1884,112.72665,0.006295097134107534,91.73912857340889,0.26741870179574034,1.0251321165526102,1.3192857142857142
2010-11-09,122.82,122.95,121.12,121.61,186006607.0,121.61,19.08,-0.007184259939586823,115.51440000000001,112.78814999999999,0.006650567644463561,78.16264895440193,0.20294594884339245,0.8546653410482952,1.327857142857143
2010-11-10,121.58,122.16,120.66,122.1,220587229.0,122.1,18.47,0.004029273908395581,115.8502,112.8495,0.0065294584312406015,78.89373929474182,0.16855640464277655,0.8739669275148225,1.3007142857142853
2010-11-11,121.05,121.82,120.68,121.64,157659616.0,121.64,18.64,-0.0037674037674036986,116.1138,112.91485,0.006523426449075202,73.13642612670895,0.09381423484374363,0.7817776603511593,1.3642857142857128
2010-11-12,120.82,121.35,119.65,120.2,238930528.0,120.2,20.61,-0.011838211114764907,116.32839999999999,112.9789,0.007196574348121089,59.14634045359908,-0.06505720303284002,0.5749896994465444,1.4057142857142833
2010-11-15,120.58,121.05,119.98,120.03,163635229.0,120.03,20.2,-0.001414309484193077,116.5112,113.03375,0.007157540569321678,57.8443104074008,-0.18713422141572988,0.5404213361155467,1.41285714285714
2010-11-16,119.29,119.49,117.59,118.16,299705738.0,118.16,22.58,-0.015579438473714902,116.6816,113.07265,0.0074261933337700205,48.88663898338771,-0.38781324320603794,0.25776242661074644,1.4828571428571402
2010-11-17,118.21,118.71,117.86,118.22,172013797.0,118.22,21.76,0.0005077860528097666,116.8378,113.11460000000001,0.007108831898363065,49.09274124264273,-0.5031865560337325,0.26129687600061874,1.452142857142854
2010-11-18,119.36,120.39,119.35,119.96,197429267.0,119.96,18.75,0.014718321772965615,117.0186,113.1822,0.007812942352691334,56.35263544603552,-0.4506833042670624,0.5062671689656792,1.5607142857142822
2010-11-19,119.9,120.34,119.25,120.29,156802316.0,120.29,18.04,0.0027509169723241023,117.19480000000001,113.25035,0.007821835481025862,57.41989814175501,-0.38466628890587584,0.5429582604843436,1.5028571428571393
2010-11-22,119.69,120.24,118.77,120.19,181349749.0,120.19,18.37,-0.000831324299609304,117.3442,113.32185,0.007813790099690169,53.26678698209163,-0.3402046925211262,0.515900955462522,1.5242857142857116
2010-11-23,118.77,119.02,117.99,118.45,221848973.0,118.45,20.63,-0.014477077959896834,117.4602,113.37799999999999,0.008516259131200377,43.89250764291929,-0.41546993885510763,0.24222508700166068,1.5692857142857122
2010-11-24,119.2,120.23,119.18,120.2,140040883.0,120.2,19.56,0.014774166314900805,117.60259999999998,113.44395,0.009105601212015124,41.21160360327435,-0.33816153537283955,0.5052405638596447,1.5271428571428558
2010-11-26,119.16,119.81,118.8,118.8,76007704.0,118.8,22.22,-0.011647254575707255,117.7176,113.4973,0.00952266255907297,34.5181670748386,-0.3695304607686287,0.26937906124282257,1.5742857142857136
2010-11-29,118.5,119.48,117.74,119.16,223441824.0,119.16,21.53,0.003030303030302939,117.85099999999998,113.5529,0.009543052385452092,36.982016796131184,-0.35421049658401604,0.3197109733893416,1.6428571428571428
2010-11-30,117.98,119.17,117.81,118.49,233594243.0,118.49,23.54,-0.005622692178583466,117.9366,113.59665000000001,0.009635263959482944,37.59936365151741,-0.3753548151231594,0.20674242947156724,1.6092857142857144
2010-12-01,120.2,121.24,120.19,121.01,220813253.0,121.01,21.36,0.02126761752046602,118.07719999999999,113.65039999999999,0.010622043417231693,46.2696778591544,-0.21381196239738043,0.6210638023202207,1.6985714285714286
2010-12-02,121.2,122.65,121.13,122.56,191000993.0,122.56,19.39,0.01280885877200233,118.26,113.70864999999999,0.01094384288424993,52.929935833745795,-0.007648486429270407,0.8430479811828541,1.7142857142857153
2010-12-03,122.14,123.03,122.11,122.89,151218294.0,122.89,18.01,0.002692558746736351,118.46780000000001,113.7674,0.01009377198642283,59.218642337860835,0.13783478425290618,0.880092050581719,1.6378571428571445
2010-12-06,122.63,123.04,122.5,122.76,102219003.0,122.76,18.02,-0.0010578566197412265,118.6266,113.82539999999999,0.010064384447550333,59.38144272760124,0.2079881256733559,0.8587849707647673,1.6000000000000025
2010-12-07,123.94,124.01,122.76,122.83,206338935.0,122.83,17.99,0.0005702183121536475,118.7978,113.89050000000002,0.010054442266716581,68.31372474008458,0.2395380584890996,0.8615740789982563,1.5150000000000026
2010-12-08,122.98,123.38,122.41,123.28,137753048.0,123.28,17.74,0.0036636000976959515,118.97,113.95279999999998,0.009927692494072118,69.25418495467382,0.2689429796135727,0.8934880056441453,1.5235714285714315
2010-12-09,123.97,124.02,123.15,123.76,123129634.0,123.76,17.25,0.0038935756002596023,119.1558,114.01825000000001,0.00992536429297752,65.99326521556759,0.29676354887349354,0.9230353524263696,1.4307142857142878
2010-12-10,124.14,124.6,123.73,124.48,117451490.0,124.48,17.61,0.005817711700064621,119.36280000000001,114.08695,0.009928586646674016,67.07416386386444,0.3367725320260496,0.9565306919400176,1.4150000000000011
2010-12-13,125.05,125.2,124.52,124.56,133626673.0,124.56,17.55,0.0006426735218509894,119.5618,114.15029999999999,0.009446393290149284,67.83673391860061,0.34071276230327197,0.9068950313067438,1.3578571428571433
2010-12-14,124.75,125.23,124.29,124.67,147004202.0,124.67,17.61,0.0008831085420679674,119.78019999999998,114.21265,0.00941885227476767,79.28436806969758,0.322977220274165,0.8703226186044069,1.2678571428571428
2010-12-15,124.44,124.93,123.89,124.1,160353340.0,124.1,17.94,-0.004572070265500994,119.94139999999999,114.27165,0.008629791294302512,70.65677861314092,0.24845330870009263,0.7810169653658413,1.2150000000000003
2010-12-16,124.18,124.91,123.75,124.82,185035200.0,124.82,17.39,0.005801772763900148,120.1172,114.33255,0.008646943643079219,84.36072924537643,0.2240007248357414,0.8276190045757117,1.1978571428571425
2010-12-17,124.08,124.46,123.82,124.3,140935518.0,124.3,16.11,-0.0041659990386155865,120.2854,114.3828,0.00829579726981469,78.81165795587084,0.1525692778927077,0.7442329702870352,1.1449999999999991
2010-12-20,124.64,124.9,123.98,124.6,118947468.0,124.6,16.41,0.002413515687851975,120.4466,114.43445,0.008294128482691301,85.73099274826446,0.10741969227195658,0.7507118597381176,1.1135714285714278
2010-12-21,124.99,125.47,124.87,125.39,94848761.0,125.39,16.49,0.006340288924558735,120.6214,114.4891,0.008329591242946077,82.11143526457464,0.11213570811134677,0.8027062606542212,0.9792857142857139
2010-12-22,125.48,125.82,125.41,125.78,78820816.0,125.78,15.45,0.0031102958768642885,120.7968,114.54314999999998,0.007352608182830633,78.44522774163748,0.12207665005698298,0.8195709163016378,0.8928571428571418
2010-12-23,125.64,125.78,125.29,125.6,70052157.0,125.6,16.47,-0.00143107012243604,120.95039999999999,114.59389999999999,0.006867441314654952,74.59164964739902,0.09811704810385935,0.771689688207441,0.8621428571428557
2010-12-27,125.13,125.77,125.04,125.65,58062305.0,125.65,17.67,0.0003980891719745916,121.1142,114.64484999999999,0.006068860047243008,76.61141607263374,0.06861967800180113,0.7615480479945578,0.875714285714283
2010-12-28,125.9,125.95,125.5,125.83,55258057.0,125.83,17.52,0.0014325507361718781,121.27680000000001,114.69655,0.006076515759254049,77.07581032660397,0.04533754116103417,0.7724178788189333,0.8185714285714261
2010-12-29,125.98,126.2,125.9,125.92,57970747.0,125.92,17.28,0.0007152507351189108,121.42960000000001,114.7441,0.005774984003355587,75.48262344255448,0.021324557033735037,0.8134880097469381,0.7757142857142837
2010-12-30,125.8,126.13,125.53,125.72,76592513.0,125.72,17.52,-0.0015883100381194337,121.6094,114.7872,0.00395823310231835,69.99999799999992,-0.02044343319250963,0.7725559471317173,0.7564285714285697
2010-12-31,125.53,125.87,125.33,125.75,91206861.0,125.75,17.75,0.0002386255170219176,121.767,114.83075,0.0030262409167571202,65.08313322763915,-0.05642571280634323,0.7578357144655297,0.7328571428571422
2011-01-03,126.71,127.6,125.7,127.05,138503753.0,127.05,17.61,0.010337972166998055,121.94539999999999,114.88615,0.003634496154234634,72.92817491529553,-0.005718331879255745,0.9894728499237578,0.817142857142856
2011-01-04,127.33,127.37,126.19,126.98,137310521.0,126.98,17.38,-0.000550964187327807,122.11800000000001,114.93809999999999,0.0036161777534275074,71.42856957328388,0.0092491179237717,0.9331093778983134,0.8342857142857137
2011-01-05,126.58,127.72,126.46,127.64,133860404.0,127.64,17.02,0.0051976689242401175,122.2968,114.98925000000001,0.0036875855469981596,82.2992679704567,0.04759666682078789,1.0209283355531322,0.8499999999999994
2011-01-06,127.69,127.83,127.01,127.39,122398841.0,127.39,17.4,-0.0019586336571607577,122.4702,115.042,0.0037619345178962513,75.6487004808747,0.04040561049703828,0.9242794782220289,0.8257142857142848
2011-01-07,127.56,127.77,126.15,127.14,155960478.0,127.14,17.14,-0.0019624774315095683,122.64540000000001,115.09445,0.0038055833845004753,79.95780354555009,0.004956713145923164,0.8367775424728372,0.8699999999999984
2011-01-10,126.58,127.16,126.2,126.98,122198298.0,126.98,17.54,-0.001258455246185286,122.81700000000001,115.14645,0.0036962112776442796,75.8695629083177,-0.04061306934843811,0.7715804451322075,0.8728571428571408
2011-01-11,127.44,127.74,126.95,127.43,110183265.0,127.43,16.89,0.0035438651756183326,122.9958,115.197,0.0037380925775694967,73.94365954175771,-0.051116242948603174,0.8362560884350704,0.8671428571428541
2011-01-12,128.21,128.72,127.46,128.58,107344690.0,128.58,16.24,0.009024562504904798,123.1968,115.2529,0.0041306159053079924,77.88844404295182,0.005699117198598724,1.0037975411111755,0.9285714285714255
2011-01-13,128.63,128.69,128.05,128.37,128975422.0,128.37,16.39,-0.00163322445170333,123.3748,115.30975000000001,0.003949547364521078,77.42574042780129,0.014925062827156887,0.9168936167309341,0.9392857142857106
2011-01-14,128.19,129.33,128.1,129.3,117607384.0,129.3,15.46,0.007244683337228386,123.5618,115.36725,0.004040542362352267,80.77571478775717,0.06655736559550585,1.014885034251958,0.9749999999999984
2011-01-18,129.18,129.64,129.03,129.52,114227671.0,129.52,15.87,0.001701469450889448,123.707,115.42105,0.00379204583092031,80.90452071580691,0.09660026183205916,0.9913132466854431,0.9864285714285685
2011-01-19,129.41,129.54,127.91,128.25,151612850.0,128.25,17.31,-0.009805435453984046,123.8176,115.46710000000002,0.00462574286457984,66.29370499564769,0.016227947421276756,0.7384157485193191,1.076428571428568
2011-01-20,127.96,128.4,127.13,128.08,175498439.0,128.08,17.99,-0.0013255360623780632,123.92939999999999,115.5157,0.004515919462856255,66.57303239884496,-0.05897478897008579,0.6851764343124652,1.124285714285712
2011-01-21,128.88,129.17,128.23,128.37,151372443.0,128.37,18.47,0.0022642098688319123,124.06460000000001,115.56370000000001,0.0044997496822761305,67.75067622153193,-0.09750454147243426,0.7196869243235984,1.163571428571424
2011-01-24,128.29,129.25,128.26,129.1,113638998.0,129.1,17.65,0.005686686920620021,124.20459999999999,115.61145,0.0045757526293470924,65.05139367001541,-0.08272658020040535,0.8318837283890761,1.0985714285714252
2011-01-25,128.76,129.28,128.11,129.17,167374610.0,129.17,17.59,0.0005422153369480931,124.35520000000001,115.6586,0.004574229571708066,66.07929379572661,-0.07724216933546968,0.8155228943322991,1.0978571428571382
2011-01-26,129.49,130.05,129.23,129.67,141125437.0,129.67,16.64,0.003870867848571713,124.5446,115.7078,0.004607729088404495,65.26315652077557,-0.05025263172978467,0.8772649675878915,1.0707142857142824
2011-01-27,129.7,130.21,129.47,129.99,123202443.0,129.99,16.15,0.002467802884244863,124.7438,115.7518,0.004608398875883613,69.3452366505457,-0.022571577040350732,0.8991689317513354,1.0649999999999977
2011-01-28,130.14,130.35,127.51,127.72,295509227.0,127.72,20.04,-0.01746288176013544,124.935,115.78395,0.006258456091957675,53.31807694913834,-0.16114448356522493,0.40897085401164435,1.1521428571428547
2011-01-31,128.07,128.78,127.75,128.68,149095725.0,128.68,19.53,0.007516442217350594,125.1442,115.83055,0.00643275196983243,58.9098523849707,-0.19015959635860424,0.6062653453466106,1.1592857142857125
2011-02-01,129.46,130.97,129.38,130.74,166897171.0,130.74,17.63,0.016008703761268173,125.35979999999999,115.8852,0.006961284128622344,64.84304851318142,-0.07835214398555168,1.0362353859509466,1.2664285714285697
2011-02-02,130.4,130.84,130.33,130.49,117643828.0,130.49,17.3,-0.001912192137065949,125.56379999999999,115.93324999999999,0.0069885360115028005,59.317072360547265,-0.031381190392707925,0.9233333511436319,1.2107142857142839
2011-02-03,130.26,130.98,129.57,130.78,145711629.0,130.78,16.69,0.0022223925204996053,125.7756,115.98385,0.0069346203275818695,61.66505240724999,0.007022269395417391,0.9253467698149516,1.2657142857142847
2011-02-04,130.83,131.2,130.23,131.15,134578637.0,131.15,15.93,0.0028291787735128526,126.02960000000002,116.0345,0.006900992435434611,59.46775759206894,0.04313202515892001,0.9401789945609789,1.2471428571428547
2011-02-07,131.44,132.4,131.43,131.97,112329113.0,131.97,16.28,0.006252382767823139,126.26500000000001,116.0853,0.006929842105183837,61.8129210555632,0.1045308407184462,1.0190113459217376,1.2928571428571414
2011-02-08,132.09,132.64,131.73,132.57,98856742.0,132.57,15.81,0.00454648783814493,126.5404,116.14139999999999,0.006912626632529435,72.26804019406951,0.16428358868895976,1.0427004583005894,1.24142857142857
2011-02-09,132.21,132.63,131.61,132.27,146290644.0,132.27,15.87,-0.0022629554197780566,126.8026,116.21035,0.0069739645222461,71.31230824173724,0.1620619426332719,0.9343485129774022,1.2235714285714252
2011-02-10,131.6,132.47,131.3,132.32,162504516.0,132.32,16.09,0.00037801466696896213,127.0792,116.27505000000001,0.006773448736395559,70.5943681039404,0.1430792197900015,0.8891491685711526,1.2292857142857119
2011-02-11,131.8,133.28,131.77,133.11,137665186.0,133.11,15.69,0.005970374848851323,127.3212,116.33630000000001,0.0068042208386134,70.77720104571945,0.16148504917239692,0.9473219080514668,1.2664285714285677
2011-02-14,133.03,133.54,132.88,133.43,101523079.0,133.43,15.95,0.0024040267447975605,127.5386,116.4094,0.006686807336195552,71.51515050382625,0.17199807567640035,0.9283574674895761,1.2299999999999969
2011-02-15,133.02,133.22,132.32,133.01,119454089.0,133.01,16.37,-0.003147717904519398,127.74099999999999,116.4727,0.006770124020309852,67.00610902435281,0.1293958463927436,0.8301378803704648,1.2464285714285677
2011-02-16,133.46,134.01,133.19,133.85,130028894.0,133.85,16.72,0.00631531463799706,127.9628,116.55435000000001,0.006316245789526408,68.6653762463101,0.13585062015301075,0.8931039310145414,1.2649999999999955
2011-02-17,133.46,134.43,133.34,134.25,109756912.0,134.25,16.59,0.002988419872992143,128.1912,116.64150000000001,0.006264463988734942,88.54781435694287,0.1443255999997768,0.8985005628977604,1.1399999999999966
2011-02-18,134.37,134.69,134.06,134.53,129820539.0,134.53,16.43,0.0020856610800745745,128.4162,116.74945,0.00626475573511935,87.54813706588715,0.1456354665412407,0.889545865628466,1.1092857142857102
2011-02-22,133.12,134.56,131.47,131.83,232802702.0,131.83,20.8,-0.020069872890804974,128.5776,116.8523,0.007963119026942382,56.46500499346378,-0.04812285735816535,0.5332504131323894,1.1664285714285683
2011-02-23,131.75,132.07,130.21,131.02,227027906.0,131.02,22.13,-0.006144276720018271,128.7084,116.9266,0.00812546741828828,52.9477188639955,-0.23326394607630574,0.4111581348261738,1.2628571428571393
2011-02-24,130.88,131.44,129.7,130.93,260113340.0,130.93,21.32,-0.0006869180277820908,128.8358,117.00209999999998,0.0080969841307339,50.853241510869914,-0.3568181432583739,0.38702285461425673,1.2864285714285688
2011-02-25,131.48,132.41,131.4,132.33,141487875.0,132.33,19.22,0.010692736576796813,128.989,117.07650000000001,0.008404427468288374,56.00814584102444,-0.3393923749683787,0.5694931022759929,1.3228571428571396
2011-02-28,132.82,133.32,132.38,133.15,141371239.0,133.15,18.35,0.00619662963802603,129.17,117.1623,0.007268119652421653,56.00814584102444,-0.27075728426445567,0.6772499354560277,1.3042857142857096
2011-03-01,133.57,133.69,130.89,130.93,257661260.0,130.93,21.01,-0.016672925272249284,129.2922,117.2475,0.008265198330637437,42.83216730799801,-0.36701173461600023,0.2380728631104559,1.4392857142857107
2011-03-02,130.75,131.82,130.35,131.21,200065225.0,131.21,20.7,0.0021385473153594514,129.43040000000002,117.3338,0.007474833249016635,45.3590187083833,-0.4011892839933129,0.2852274309485698,1.471428571428569
2011-03-03,132.4,133.62,132.39,133.47,175901528.0,133.47,18.6,0.017224296928587624,129.6078,117.43914999999998,0.008361593305585559,54.21863480626496,-0.2673932249658677,0.7270525860905501,1.5599999999999983
2011-03-04,133.37,133.63,131.6,132.47,276985954.0,132.47,19.06,-0.007492320371619066,129.7494,117.54270000000001,0.008576227514365677,47.68786078928459,-0.24276451367943197,0.49548691692477487,1.597142857142856
2011-03-07,132.86,133.16,130.74,131.43,216563517.0,131.43,20.66,-0.007850834151128527,129.8624,117.66215,0.00876559142656808,43.13186771713863,-0.2898502558965329,0.2540571723477283,1.722857142857141
2011-03-08,131.64,133.0,131.07,132.58,174429069.0,132.58,19.82,0.008749904892338067,130.002,117.77949999999998,0.00887431946833107,48.593851746034126,-0.23899560469275882,0.5104886023250288,1.7814285714285691
2011-03-09,132.32,132.8,131.6,132.39,153739992.0,132.39,20.22,-0.0014330969980390629,130.1368,117.90289999999999,0.008823173515603442,45.01366077172726,-0.21439064735164792,0.46877727918328427,1.7957142857142847
2011-03-10,131.0,131.18,129.81,129.94,301173723.0,129.94,21.88,-0.018505929450864822,130.219,118.01350000000001,0.009739431513802691,37.08807638152601,-0.35126760268001245,-0.002108128743802782,1.9021428571428547
2011-03-11,129.52,131.31,129.49,130.84,225387232.0,130.84,20.08,0.00692627366476839,130.3174,118.13185000000001,0.009891518766104744,39.341420825661544,-0.3675931925585145,0.207669078575861,1.9871428571428547
2011-03-14,129.99,130.48,129.06,130.05,234935586.0,130.05,21.13,-0.00603790889636191,130.40400000000002,118.2283,0.009841424698759276,44.22077881877214,-0.41451774025243693,0.10846418852799962,1.8935714285714258
2011-03-15,126.59,129.33,126.5,128.56,357936092.0,128.56,24.32,-0.011457131872356863,130.46020000000001,118.32425,0.010065995416879367,42.35074589993129,-0.5218888544695246,-0.045290065389735915,2.0142857142857133
2011-03-16,128.15,128.57,125.28,126.18,465885431.0,126.18,29.4,-0.01851275668948349,130.4428,118.41750000000002,0.010737485612177636,37.07131163908635,-0.7171263648402384,-0.1804222032499888,2.124999999999998
2011-03-17,128.0,128.39,127.1,127.85,253963153.0,127.85,26.37,0.013235061023934014,130.46020000000001,118.5051,0.01114293852136332,37.98283233274691,-0.6971061426500099,0.08626953859832975,2.1771428571428544
2011-03-18,128.84,128.88,127.51,127.76,229674841.0,127.76,24.44,-0.0007039499413373784,130.4626,118.59035,0.011082328225937866,34.95254020695947,-0.6539462794648068,0.11829538037646728,2.2042857142857124
2011-03-21,129.35,130.01,129.2,129.74,153783793.0,129.74,20.61,0.01549780839073267,130.5096,118.70495000000001,0.01175447434903164,46.63271043980875,-0.46495240898657536,0.3723223503322145,2.164999999999996
2011-03-22,129.72,129.89,129.17,129.29,129568159.0,129.29,20.21,-0.003468475412363281,130.5526,118.82395000000001,0.010951053349010066,44.61883373056965,-0.3484771814859746,0.33144316409687546,2.1114285714285677
2011-03-23,128.93,130.0,128.32,129.66,148209381.0,129.66,19.17,0.0028617835872843944,130.6062,118.93915000000001,0.010909806946936072,38.05642599825081,-0.23043632405913217,0.38803038962837577,2.059285714285711
2011-03-24,130.4,131.09,129.67,130.9,158313879.0,130.9,18.0,0.0095634737004473,130.6756,119.0634,0.011137231444102351,45.15132758979707,-0.0615554784090403,0.546363634404715,2.016428571428569
2011-03-25,131.24,131.87,130.89,131.3,155632745.0,131.3,17.91,0.0030557677616500634,130.73,119.17415000000001,0.010881016582046394,49.58199312273448,0.07687133371364924,0.6059190811508687,1.913571428571428
2011-03-28,131.58,131.92,130.94,130.98,108870796.0,130.98,19.44,-0.0024371667936026187,130.78220000000002,119.28065000000001,0.0107790634984658,44.56521696745032,0.1428296621153507,0.5827151750826148,1.8457142857142839
2011-03-29,130.87,131.9,130.44,131.86,129251966.0,131.86,18.16,0.006718582989769573,130.8334,119.3924,0.010216615930602939,48.28033700459146,0.23616416319256706,0.6941319967362416,1.8642857142857119
2011-03-30,132.55,133.16,132.36,132.77,135649246.0,132.77,17.71,0.006901258910966046,130.8984,119.49625,0.01031422362804486,60.201873941725864,0.34314103417930075,0.7958832592907531,1.7728571428571402
2011-03-31,132.6,132.96,132.45,132.59,132554158.0,132.59,17.74,-0.0013557279505912456,130.9852,119.59939999999999,0.00955049873241883,56.65399179227687,0.38271743259224733,0.7875456039354796,1.6792857142857136
2011-04-01,133.41,133.77,132.83,133.15,153904534.0,133.15,17.4,0.004223546270457845,131.0866,119.70445,0.009444018188983279,61.99690335297464,0.4243266411387847,0.850046116375529,1.6364285714285711
2011-04-04,133.43,133.67,132.88,133.26,100648849.0,133.26,17.5,0.0008261359369130528,131.18439999999998,119.81209999999999,0.009247195746972628,70.36395061950132,0.43534367726143247,0.8366005413276586,1.4392857142857127
2011-04-05,133.0,133.83,132.94,133.24,120779754.0,133.24,17.25,-0.00015008254539983223,131.2672,119.92125,0.009053174405988618,88.45315769243537,0.4173200685415993,0.8234374405764997,1.2678571428571428
2011-04-06,133.88,134.0,133.12,133.66,120226603.0,133.66,16.9,0.0031522065445810377,131.357,120.0417,0.00906536314733277,86.6330375625944,0.40916778882534577,0.8539558091688858,1.172857142857144
2011-04-07,133.42,133.98,132.66,133.32,170837414.0,133.32,17.11,-0.002543767768966032,131.43,120.16215,0.007934613833026054,83.98532863594764,0.3581960222045518,0.7838156458422718,1.1692857142857156
2011-04-08,133.91,133.99,132.31,132.86,147820026.0,132.86,17.87,-0.003450345034503255,131.4874,120.28935,0.007887488384446634,73.42342187998807,0.2745833341280895,0.7148695712726535,1.1285714285714314
2011-04-11,133.0,133.45,132.14,132.46,121335593.0,132.46,16.59,-0.003010687942194834,131.5822,120.4123,0.007777727503183724,73.97881840286928,0.1780982929834587,0.6553688640529737,1.1707142857142887
2011-04-12,131.72,131.98,130.99,131.47,161227043.0,131.47,17.09,-0.007473954401328808,131.638,120.53200000000001,0.0074890177614248266,62.51728786273576,0.04054467191762856,0.5295292654432924,1.1557142857142881
2011-04-13,132.08,132.18,130.96,131.46,161934295.0,131.46,16.92,-7.606298014750656e-05,131.6524,120.66825,0.005910015734495758,54.66666539111116,-0.05309025026664449,0.4973677081099525,1.1407142857142876
2011-04-14,130.7,131.76,130.27,131.56,161111305.0,131.56,16.27,0.0007606876616461644,131.6738,120.80995000000001,0.005295825015692096,52.28070047029851,-0.10714833905396592,0.4835664093291909,1.1771428571428564
2011-04-15,131.8,132.37,131.41,132.04,170005215.0,132.04,15.32,0.003648525387655699,131.699,120.95635,0.005292316820741917,59.0443671900664,-0.10907169606844191,0.5311121658882365,1.1757142857142864
2011-04-18,130.59,132.03,129.51,130.56,210528629.0,130.56,16.96,-0.011208724628900213,131.6872,121.09815,0.004977513154117965,39.93807962982469,-0.20305121229673784,0.22550715095195079,1.2521428571428572
2011-04-19,130.76,131.35,130.44,131.31,124172780.0,131.31,15.83,0.0057444852941177516,131.674,121.24034999999999,0.005033777886172267,38.41269755908271,-0.20702699906236932,0.33634599220821926,1.2242857142857153
2011-04-20,132.88,133.39,132.79,133.1,155698544.0,133.1,15.07,0.013631863529053323,131.6846,121.37530000000001,0.005787076520326172,53.22376644104583,-0.08753954777236406,0.7371845503724878,1.33642857142857
2011-04-21,133.79,133.84,133.1,133.78,136137430.0,133.78,14.69,0.005108940646130877,131.71480000000003,121.5084,0.005533521617476094,53.922788599104564,0.03243045310941983,0.8726415353620322,1.3049999999999986
2011-04-25,133.68,133.86,133.2,133.64,65448313.0,133.64,15.77,-0.0010464942442817149,131.7412,121.63680000000001,0.005533368692382799,52.35731918982322,0.09400948114640062,0.8033237578706303,1.2957142857142867
2011-04-26,134.05,135.06,133.91,134.79,146642787.0,134.79,15.62,0.008605208021550403,131.7748,121.7706,0.005730448104504304,58.43307854400092,0.19787262392230776,1.0135976074476438,1.3335714285714297
2011-04-27,135.05,135.87,134.5,135.67,143070032.0,135.67,15.35,0.006528674233993614,131.81959999999998,121.90065,0.0057214092039750706,60.41450689554081,0.305112192100887,1.078302207296279,1.3685714285714303
2011-04-28,135.43,136.29,135.41,136.11,124737256.0,136.11,14.62,0.003243163558635187,131.8816,122.03295,0.005594728001734339,64.30769138429991,0.380071178457315,1.0444092499116784,1.3371428571428592
